row,aggressors_activations,reads,median_of_time,bitflips
14356,3,1,6927,0
14357,3,1,9538,0
14358,3,1,7394,0
14359,3,1,7206,0
14360,3,1,10548,0
14361,3,1,7224,0
14362,3,1,7338,0
14363,3,1,7202,0
14364,3,1,7217,0
14365,3,1,10051,0
14366,3,1,7219,0
14367,3,1,8840,0
14368,3,1,7254,0
14369,3,1,7405,0
14370,3,1,7657,0
14371,3,1,7213,0
14372,3,1,9743,0
14373,3,1,7217,0
14374,3,1,7545,0
14375,3,1,7328,0
14376,3,1,6724,0
14377,3,1,7050,0
14378,3,1,7239,0
14379,3,1,7373,0
14380,3,1,7633,0
14381,3,1,10284,0
14382,3,1,7017,0
14383,3,1,8126,0
14384,3,1,8380,0
14385,3,1,8394,0
14386,3,1,7894,0
14387,3,1,7818,0
14388,3,1,8019,0
14389,3,1,7701,0
14390,3,1,8227,0
14391,3,1,8420,0
14392,3,1,14116,0
14393,3,1,8236,0
14394,3,1,8495,0
14395,3,1,8255,0
14396,3,1,7638,0
14397,3,1,7278,0
14398,3,1,7766,0
14399,3,1,7008,0
14400,3,1,7786,0
14401,3,1,8052,0
14402,3,1,11058,0
14403,3,1,7500,0
14404,3,1,7343,0
14405,3,1,7436,0
14406,3,1,7557,0
14407,3,1,7500,0
14408,3,1,7231,0
14409,3,1,7309,0
14410,3,1,9957,0
14411,3,1,7096,0
14412,3,1,7135,0
14413,3,1,7117,0
14414,3,1,6870,0
14415,3,1,6883,0
14416,3,1,7062,0
14417,3,1,7163,0
14418,3,1,8828,0
14419,3,1,7045,0
14420,3,1,7123,0
14421,3,1,7195,0
14422,3,1,7322,0
14423,3,1,7147,0
14424,3,1,7229,0
14425,3,1,7164,0
14426,3,1,7154,0
14427,3,1,6897,0
14428,3,1,7085,0
14429,3,1,7130,0
14430,3,1,7331,0
14431,3,1,7352,0
14432,3,1,7423,0
14433,3,1,7197,0
14434,3,1,7325,0
14435,3,1,7320,0
14436,3,1,7263,0
14437,3,1,7251,0
14438,3,1,7388,0
14439,3,1,7355,0
14440,3,1,7042,0
14441,3,1,7038,0
14442,3,1,6959,0
14443,3,1,7145,0
14444,3,1,7286,0
14445,3,1,9797,0
14446,3,1,7273,0
14447,3,1,7707,0
14448,3,1,7757,0
14449,3,1,7369,0
14450,3,1,7382,0
14451,3,1,7400,0
14452,3,1,7569,0
14453,3,1,7573,0
14454,3,1,7256,0
14455,3,1,7240,0
14456,3,1,7289,0
14457,3,1,7125,0
14458,3,1,7283,0
14459,3,1,7139,0
14460,3,1,7228,0
14461,3,1,9732,0
14462,3,1,8018,0
14463,3,1,6752,0
14464,3,1,6770,0
14465,3,1,6914,0
14466,3,1,6950,0
14467,3,1,7103,0
14468,3,1,7008,0
14469,3,1,6991,0
14470,3,1,6963,0
14471,3,1,6715,0
14472,3,1,6961,0
14473,3,1,8336,0
14474,3,1,7087,0
14475,3,1,7087,0
14476,3,1,7024,0
14477,3,1,8523,0
14478,3,1,7031,0
14479,3,1,6946,0
14480,3,1,7029,0
14481,3,1,8605,0
14482,3,1,7089,0
14483,3,1,9682,0
14484,3,1,7077,0
14485,3,1,7210,0
14486,3,1,7244,0
14487,3,1,7194,0
14488,3,1,6903,0
14489,3,1,7229,0
14490,3,1,7394,0
14491,3,1,7486,0
14492,3,1,7158,0
14493,3,1,7229,0
14494,3,1,7200,0
14495,3,1,7226,0
14496,3,1,7320,0
14497,3,1,7307,0
14498,3,1,7396,0
14499,3,1,7226,0
14000,3,2,7215,0
14001,3,2,7113,0
14002,3,2,7053,0
14003,3,2,10119,0
14004,3,2,7033,0
14005,3,2,7238,0
14006,3,2,8903,0
14007,3,2,8764,0
14008,3,2,9269,0
14009,3,2,7232,0
14010,3,2,7096,0
14011,3,2,7788,0
14012,3,2,9626,0
14013,3,2,7335,0
14014,3,2,7194,0
14015,3,2,7310,0
14016,3,2,7274,0
14017,3,2,7423,0
14018,3,2,9858,0
14019,3,2,6997,0
14020,3,2,7095,0
14021,3,2,7133,0
14022,3,2,7268,0
14023,3,2,7191,0
14024,3,2,7076,0
14025,3,2,7035,0
14026,3,2,7174,0
14027,3,2,7075,0
14028,3,2,8388,0
14029,3,2,8766,0
14030,3,2,9521,0
14031,3,2,7151,0
14032,3,2,7142,0
14033,3,2,10135,0
14034,3,2,7138,0
14035,3,2,7030,0
14036,3,2,7104,0
14037,3,2,7225,0
14038,3,2,7212,0
14039,3,2,7010,0
14040,3,2,7071,0
14041,3,2,7051,0
14042,3,2,7178,0
14043,3,2,9504,0
14044,3,2,7432,0
14045,3,2,9274,0
14046,3,2,7008,0
14047,3,2,10238,0
14048,3,2,10108,0
14049,3,2,10807,0
14050,3,2,7565,0
14051,3,2,7280,0
14052,3,2,7308,0
14053,3,2,10470,0
14054,3,2,7394,0
14055,3,2,7257,0
14056,3,2,7379,0
14057,3,2,7375,0
14058,3,2,9902,0
14059,3,2,7298,0
14060,3,2,7686,0
14061,3,2,7289,0
14062,3,2,7218,0
14063,3,2,9347,0
14064,3,2,10042,0
14065,3,2,7345,0
14066,3,2,7214,0
14067,3,2,11003,0
14068,3,2,7468,0
14069,3,2,9757,0
14070,3,2,7279,0
14071,3,2,7284,0
14072,3,2,7392,0
14073,3,2,7269,0
14074,3,2,7604,0
14075,3,2,7191,0
14076,3,2,7402,0
14077,3,2,7368,0
14078,3,2,7295,0
14079,3,2,7598,0
14080,3,2,7242,0
14081,3,2,9478,0
14082,3,2,7218,0
14083,3,2,7555,0
14084,3,2,7071,0
14085,3,2,7844,0
14086,3,2,7762,0
14087,3,2,10707,0
14088,3,2,7352,0
14089,3,2,7370,0
14090,3,2,7411,0
14091,3,2,7763,0
14092,3,2,10493,0
14093,3,2,7211,0
14094,3,2,7396,0
14095,3,2,7460,0
14096,3,2,7787,0
14097,3,2,7548,0
14098,3,2,8310,0
14099,3,2,8650,0
14100,3,2,8919,0
14101,3,2,8390,0
14102,3,2,8220,0
14103,3,2,8074,0
14104,3,2,7200,0
14105,3,2,7427,0
14106,3,2,7208,0
14107,3,2,11170,0
14108,3,2,7836,0
14109,3,2,12224,0
14110,3,2,8277,0
14111,3,2,7664,0
14112,3,2,8347,0
14113,3,2,7330,0
14114,3,2,7586,0
14115,3,2,8257,0
14116,3,2,7743,0
14117,3,2,7575,0
14118,3,2,7615,0
14119,3,2,8127,0
14120,3,2,8211,0
14121,3,2,7750,0
14122,3,2,7689,0
14123,3,2,7460,0
14124,3,2,7684,0
14125,3,2,7644,0
14126,3,2,7723,0
14127,3,2,7847,0
14128,3,2,7672,0
14129,3,2,12136,0
14130,3,2,7380,0
14131,3,2,7731,0
14132,3,2,7392,0
14133,3,2,7531,0
14134,3,2,7429,0
14135,3,2,7615,0
14136,3,2,7738,0
14137,3,2,11182,0
14138,3,2,7495,0
14139,3,2,7272,0
14140,3,2,7738,0
14141,3,2,7869,0
14142,3,2,11220,0
14143,3,2,7425,0
14144,3,2,8054,0
14145,3,2,7504,0
14146,3,2,7462,0
14147,3,2,7584,0
14148,3,2,7223,0
14149,3,2,7156,0
14150,3,2,7585,0
14151,3,2,13989,0
14152,3,2,7881,0
14153,3,2,7513,0
14154,3,2,7509,0
14155,3,2,7537,0
14156,3,2,7467,0
14157,3,2,10893,0
14158,3,2,7373,0
14159,3,2,10833,0
14160,3,2,14070,0
14161,3,2,7208,0
14162,3,2,7226,0
14163,3,2,10449,0
14164,3,2,7497,0
14165,3,2,7379,0
14166,3,2,7543,0
14167,3,2,8208,0
14168,3,2,7884,0
14169,3,2,12659,0
14170,3,2,7687,0
14171,3,2,7213,0
14172,3,2,7741,0
14173,3,2,7587,0
14174,3,2,7389,0
14175,3,2,8074,0
14176,3,2,7923,0
14177,3,2,7374,0
14178,3,2,10553,0
14179,3,2,7593,0
14180,3,2,7540,0
14181,3,2,7643,0
14182,3,2,7404,0
14183,3,2,7547,0
14184,3,2,7274,0
14185,3,2,7518,0
14186,3,2,7532,0
14187,3,2,7759,0
14188,3,2,7975,0
14189,3,2,7389,0
14190,3,2,7439,0
14191,3,2,7404,0
14192,3,2,7330,0
14193,3,2,7557,0
14194,3,2,8295,0
14195,3,2,7419,0
14196,3,2,7423,0
14197,3,2,10554,0
14198,3,2,7437,0
14199,3,2,7313,0
14200,3,2,7272,0
14201,3,2,7439,0
14202,3,2,7540,0
14203,3,2,7281,0
14204,3,2,10385,0
14205,3,2,11009,0
14206,3,2,7376,0
14207,3,2,7527,0
14208,3,2,7182,0
14209,3,2,7643,0
14210,3,2,10043,0
14211,3,2,7270,0
14212,3,2,7425,0
14213,3,2,7467,0
14214,3,2,6987,0
14215,3,2,7230,0
14216,3,2,8604,0
14217,3,2,7181,0
14218,3,2,7351,0
14219,3,2,7131,0
14220,3,2,7284,0
14221,3,2,7352,0
14222,3,2,7436,0
14223,3,2,7669,0
14224,3,2,7574,0
14225,3,2,11187,0
14226,3,2,11392,0
14227,3,2,11017,0
14228,3,2,7273,0
14229,3,2,7245,0
14230,3,2,7292,0
14231,3,2,9269,0
14232,3,2,7334,0
14233,3,2,7356,0
14234,3,2,7582,0
14235,3,2,7071,0
14236,3,2,7281,0
14237,3,2,7631,0
14238,3,2,7572,0
14239,3,2,11030,0
14240,3,2,11168,0
14241,3,2,7623,0
14242,3,2,12187,0
14243,3,2,7488,0
14244,3,2,10209,0
14245,3,2,10571,0
14246,3,2,7453,0
14247,3,2,11291,0
14248,3,2,7362,0
14249,3,2,7695,0
14250,3,2,7252,0
14251,3,2,7281,0
14252,3,2,7787,0
14253,3,2,7384,0
14254,3,2,7559,0
14255,3,2,7249,0
14256,3,2,12223,0
14257,3,2,7246,0
14258,3,2,7415,0
14259,3,2,7428,0
14260,3,2,11043,0
14261,3,2,7280,0
14262,3,2,7647,0
14263,3,2,8090,0
14264,3,2,7285,0
14265,3,2,11235,0
14266,3,2,7454,0
14267,3,2,7172,0
14268,3,2,7649,0
14269,3,2,7551,0
14270,3,2,7526,0
14271,3,2,7422,0
14272,3,2,7544,0
14273,3,2,7284,0
14274,3,2,11076,0
14275,3,2,7604,0
14276,3,2,7293,0
14277,3,2,8930,0
14278,3,2,7194,0
14279,3,2,8027,0
14280,3,2,9184,0
14281,3,2,7347,0
14282,3,2,7410,0
14283,3,2,7635,0
14284,3,2,8881,0
14285,3,2,11150,0
14286,3,2,7406,0
14287,3,2,7730,0
14288,3,2,11965,0
14289,3,2,12554,0
14290,3,2,11327,0
14291,3,2,7653,0
14292,3,2,10686,0
14293,3,2,7452,0
14294,3,2,7415,0
14295,3,2,7628,0
14296,3,2,7359,0
14297,3,2,7749,0
14298,3,2,7494,0
14299,3,2,10287,0
14300,3,2,10936,0
14301,3,2,7609,0
14302,3,2,7665,0
14303,3,2,7854,0
14304,3,2,14008,0
14305,3,2,15997,0
14306,3,2,7735,0
14307,3,2,8149,0
14308,3,2,8209,0
14309,3,2,7610,0
14310,3,2,12861,0
14311,3,2,14008,0
14312,3,2,20923,0
14313,3,2,27897,0
14314,3,2,21914,0
14315,3,2,17218,0
14316,3,2,9433,0
14317,3,2,7541,0
14318,3,2,7364,0
14319,3,2,9358,0
14320,3,2,9440,0
14321,3,2,8983,0
14322,3,2,11994,0
14323,3,2,18513,0
14324,3,2,13025,0
14325,3,2,7713,0
14326,3,2,8517,0
14327,3,2,9940,0
14328,3,2,7306,0
14329,3,2,10591,0
14330,3,2,11658,0
14331,3,2,7674,0
14332,3,2,11644,0
14333,3,2,7693,0
14334,3,2,7589,0
14335,3,2,7860,0
14336,3,2,12355,0
14337,3,2,7611,0
14338,3,2,9952,0
14339,3,2,7625,0
14340,3,2,12627,0
14341,3,2,7429,0
14342,3,2,7712,0
14343,3,2,7510,0
14344,3,2,7909,0
14345,3,2,8432,0
14346,3,2,9248,0
14347,3,2,11556,0
14348,3,2,7508,0
14349,3,2,7575,0
14350,3,2,7451,0
14351,3,2,7695,0
14352,3,2,7395,0
14353,3,2,7464,0
14354,3,2,7771,0
14355,3,2,7540,0
14356,3,2,6984,0
14357,3,2,8631,0
14358,3,2,7795,0
14359,3,2,7259,0
14360,3,2,7545,0
14361,3,2,7913,0
14362,3,2,7737,0
14363,3,2,7843,0
14364,3,2,7578,0
14365,3,2,7625,0
14366,3,2,10273,0
14367,3,2,11014,0
14368,3,2,7451,0
14369,3,2,7879,0
14370,3,2,7322,0
14371,3,2,7042,0
14372,3,2,7495,0
14373,3,2,11391,0
14374,3,2,7827,0
14375,3,2,7789,0
14376,3,2,7628,0
14377,3,2,13270,0
14378,3,2,7472,0
14379,3,2,8163,0
14380,3,2,12418,0
14381,3,2,7411,0
14382,3,2,7871,0
14383,3,2,7728,0
14384,3,2,7603,0
14385,3,2,7365,0
14386,3,2,7087,0
14387,3,2,7224,0
14388,3,2,7137,0
14389,3,2,7238,0
14390,3,2,7267,0
14391,3,2,7398,0
14392,3,2,6988,0
14393,3,2,7205,0
14394,3,2,7512,0
14395,3,2,7356,0
14396,3,2,7113,0
14397,3,2,7239,0
14398,3,2,9439,0
14399,3,2,7397,0
14400,3,2,11361,0
14401,3,2,8288,0
14402,3,2,7373,0
14403,3,2,7660,0
14404,3,2,7955,0
14405,3,2,9941,0
14406,3,2,7569,0
14407,3,2,7504,0
14408,3,2,8110,0
14409,3,2,7639,0
14410,3,2,7757,0
14411,3,2,7502,0
14412,3,2,9238,0
14413,3,2,7622,0
14414,3,2,7198,0
14415,3,2,7339,0
14416,3,2,7785,0
14417,3,2,7480,0
14418,3,2,7457,0
14419,3,2,7323,0
14420,3,2,7480,0
14421,3,2,7479,0
14422,3,2,7419,0
14423,3,2,7173,0
14424,3,2,7321,0
14425,3,2,13226,0
14426,3,2,7561,0
14427,3,2,12764,0
14428,3,2,7514,0
14429,3,2,7520,0
14430,3,2,8065,0
14431,3,2,7445,0
14432,3,2,7502,0
14433,3,2,7405,0
14434,3,2,11313,0
14435,3,2,10883,0
14436,3,2,11743,0
14437,3,2,8168,0
14438,3,2,7537,0
14439,3,2,7622,0
14440,3,2,7448,0
14441,3,2,7795,0
14442,3,2,7683,0
14443,3,2,7404,0
14444,3,2,7303,0
14445,3,2,7528,0
14446,3,2,7638,0
14447,3,2,11208,0
14448,3,2,7510,0
14449,3,2,7360,0
14450,3,2,9762,0
14451,3,2,7453,0
14452,3,2,8860,0
14453,3,2,9869,0
14454,3,2,7233,0
14455,3,2,7934,0
14456,3,2,7589,0
14457,3,2,7434,0
14458,3,2,7429,0
14459,3,2,7342,0
14460,3,2,10786,0
14461,3,2,7574,0
14462,3,2,7461,0
14463,3,2,8393,0
14464,3,2,8663,0
14465,3,2,8097,0
14466,3,2,7372,0
14467,3,2,7815,0
14468,3,2,8127,0
14469,3,2,7386,0
14470,3,2,9994,0
14471,3,2,7246,0
14472,3,2,8034,0
14473,3,2,7975,0
14474,3,2,7493,0
14475,3,2,8293,0
14476,3,2,7216,0
14477,3,2,7279,0
14478,3,2,7409,0
14479,3,2,7416,0
14480,3,2,7427,0
14481,3,2,7949,0
14482,3,2,7489,0
14483,3,2,7507,0
14484,3,2,10359,0
14485,3,2,7022,0
14486,3,2,7130,0
14487,3,2,7803,0
14488,3,2,7549,0
14489,3,2,7405,0
14490,3,2,7021,0
14491,3,2,7915,0
14492,3,2,7589,0
14493,3,2,7508,0
14494,3,2,7399,0
14495,3,2,7471,0
14496,3,2,10182,0
14497,3,2,7272,0
14498,3,2,7387,0
14499,3,2,7427,0
14000,3,4,7221,0
14001,3,4,7467,0
14002,3,4,7392,0
14003,3,4,11221,0
14004,3,4,8743,0
14005,3,4,10979,0
14006,3,4,7235,0
14007,3,4,9338,0
14008,3,4,7410,0
14009,3,4,7742,0
14010,3,4,7613,0
14011,3,4,7303,0
14012,3,4,7328,0
14013,3,4,7276,0
14014,3,4,10145,0
14015,3,4,9143,0
14016,3,4,7684,0
14017,3,4,9916,0
14018,3,4,8588,0
14019,3,4,8901,0
14020,3,4,7539,0
14021,3,4,11257,0
14022,3,4,7772,0
14023,3,4,9227,0
14024,3,4,12287,0
14025,3,4,7624,0
14026,3,4,8460,0
14027,3,4,22776,0
14028,3,4,20092,0
14029,3,4,28109,0
14030,3,4,28162,0
14031,3,4,28172,0
14032,3,4,30011,0
14033,3,4,16676,0
14034,3,4,23952,0
14035,3,4,22924,0
14036,3,4,25028,0
14037,3,4,26638,0
14038,3,4,41127,0
14039,3,4,42186,0
14040,3,4,42196,0
14041,3,4,41153,0
14042,3,4,33309,0
14043,3,4,27375,0
14044,3,4,35221,0
14045,3,4,28126,0
14046,3,4,28079,0
14047,3,4,28127,0
14048,3,4,28059,0
14049,3,4,29650,0
14050,3,4,28117,0
14051,3,4,26291,0
14052,3,4,7037,0
14053,3,4,42192,0
14054,3,4,45180,0
14055,3,4,36596,0
14056,3,4,31791,0
14057,3,4,45041,0
14058,3,4,45164,0
14059,3,4,27439,0
14060,3,4,34879,0
14061,3,4,30431,0
14062,3,4,29360,0
14063,3,4,34776,0
14064,3,4,30908,0
14065,3,4,34065,0
14066,3,4,35588,0
14067,3,4,38708,0
14068,3,4,36424,0
14069,3,4,30962,0
14070,3,4,31113,0
14071,3,4,46418,0
14072,3,4,30962,0
14073,3,4,36784,0
14074,3,4,26001,0
14075,3,4,30670,0
14076,3,4,30969,0
14077,3,4,34303,0
14078,3,4,33659,0
14079,3,4,45568,0
14080,3,4,46557,0
14081,3,4,43423,0
14082,3,4,45100,0
14083,3,4,32916,0
14084,3,4,38059,0
14085,3,4,17513,0
14086,3,4,24970,0
14087,3,4,11851,0
14088,3,4,15139,0
14089,3,4,16915,0
14090,3,4,30645,0
14091,3,4,26334,0
14092,3,4,46425,0
14093,3,4,23382,0
14094,3,4,26172,0
14095,3,4,15625,0
14096,3,4,39696,0
14097,3,4,46776,0
14098,3,4,12782,0
14099,3,4,15545,0
14100,3,4,18294,0
14101,3,4,27920,0
14102,3,4,28101,0
14103,3,4,46815,0
14104,3,4,45713,0
14105,3,4,16693,0
14106,3,4,18639,0
14107,3,4,39189,0
14108,3,4,14393,0
14109,3,4,24508,0
14110,3,4,19313,0
14111,3,4,19246,0
14112,3,4,46758,0
14113,3,4,30922,0
14114,3,4,20064,0
14115,3,4,15277,0
14116,3,4,13400,0
14117,3,4,19408,0
14118,3,4,16384,0
14119,3,4,17490,0
14120,3,4,46704,0
14121,3,4,23534,0
14122,3,4,21575,0
14123,3,4,23950,0
14124,3,4,13834,0
14125,3,4,15394,0
14126,3,4,16415,0
14127,3,4,33116,0
14128,3,4,31139,0
14129,3,4,23416,0
14130,3,4,14447,0
14131,3,4,12206,0
14132,3,4,23277,0
14133,3,4,23610,0
14134,3,4,18979,0
14135,3,4,31273,0
14136,3,4,10907,0
14137,3,4,14851,0
14138,3,4,25803,0
14139,3,4,38922,0
14140,3,4,25325,0
14141,3,4,46741,0
14142,3,4,17027,0
14143,3,4,25241,0
14144,3,4,37403,0
14145,3,4,15431,0
14146,3,4,15651,0
14147,3,4,43636,0
14148,3,4,38084,0
14149,3,4,14185,0
14150,3,4,21710,0
14151,3,4,8167,0
14152,3,4,7848,0
14153,3,4,12431,0
14154,3,4,40686,0
14155,3,4,26077,0
14156,3,4,13840,0
14157,3,4,8685,0
14158,3,4,12370,0
14159,3,4,7808,0
14160,3,4,9670,0
14161,3,4,7990,0
14162,3,4,9684,0
14163,3,4,22264,0
14164,3,4,7847,0
14165,3,4,8007,0
14166,3,4,7892,0
14167,3,4,17363,0
14168,3,4,11021,0
14169,3,4,33208,0
14170,3,4,38929,0
14171,3,4,21103,0
14172,3,4,22945,0
14173,3,4,18495,0
14174,3,4,18084,0
14175,3,4,24451,0
14176,3,4,11608,0
14177,3,4,12061,0
14178,3,4,22255,0
14179,3,4,30389,0
14180,3,4,9279,0
14181,3,4,17971,0
14182,3,4,28115,0
14183,3,4,25223,0
14184,3,4,28780,0
14185,3,4,20282,0
14186,3,4,43784,0
14187,3,4,18531,0
14188,3,4,39552,0
14189,3,4,12531,0
14190,3,4,37492,0
14191,3,4,31213,0
14192,3,4,22024,0
14193,3,4,31269,0
14194,3,4,39546,0
14195,3,4,29183,0
14196,3,4,22995,0
14197,3,4,22851,0
14198,3,4,46717,0
14199,3,4,17441,0
14200,3,4,25054,0
14201,3,4,7837,0
14202,3,4,7971,0
14203,3,4,16922,0
14204,3,4,7821,0
14205,3,4,7812,0
14206,3,4,8879,0
14207,3,4,7943,0
14208,3,4,7990,0
14209,3,4,7867,0
14210,3,4,7794,0
14211,3,4,7911,0
14212,3,4,9116,0
14213,3,4,9590,0
14214,3,4,15773,0
14215,3,4,9371,0
14216,3,4,20066,0
14217,3,4,7818,0
14218,3,4,8831,0
14219,3,4,9975,0
14220,3,4,38764,0
14221,3,4,11433,0
14222,3,4,9537,0
14223,3,4,8833,0
14224,3,4,9019,0
14225,3,4,17477,0
14226,3,4,8324,0
14227,3,4,10002,0
14228,3,4,7885,0
14229,3,4,7801,0
14230,3,4,7941,0
14231,3,4,9961,0
14232,3,4,7831,0
14233,3,4,23400,0
14234,3,4,7769,0
14235,3,4,10254,0
14236,3,4,11220,0
14237,3,4,7797,0
14238,3,4,7966,0
14239,3,4,7841,0
14240,3,4,7781,0
14241,3,4,9398,0
14242,3,4,7935,0
14243,3,4,9673,0
14244,3,4,9704,0
14245,3,4,7824,0
14246,3,4,8942,0
14247,3,4,7936,0
14248,3,4,7800,0
14249,3,4,8883,0
14250,3,4,15616,0
14251,3,4,10317,0
14252,3,4,10414,0
14253,3,4,8802,0
14254,3,4,7769,0
14255,3,4,7936,0
14256,3,4,15555,0
14257,3,4,8984,0
14258,3,4,8848,0
14259,3,4,9697,0
14260,3,4,8809,0
14261,3,4,8829,0
14262,3,4,7804,0
14263,3,4,7921,0
14264,3,4,15654,0
14265,3,4,10121,0
14266,3,4,23390,0
14267,3,4,10384,0
14268,3,4,9309,0
14269,3,4,15867,0
14270,3,4,9410,0
14271,3,4,7817,0
14272,3,4,7952,0
14273,3,4,8207,0
14274,3,4,23227,0
14275,3,4,7899,0
14276,3,4,7831,0
14277,3,4,7945,0
14278,3,4,7889,0
14279,3,4,7846,0
14280,3,4,8553,0
14281,3,4,7940,0
14282,3,4,9706,0
14283,3,4,15757,0
14284,3,4,9687,0
14285,3,4,9620,0
14286,3,4,9875,0
14287,3,4,7797,0
14288,3,4,7777,0
14289,3,4,10241,0
14290,3,4,7804,0
14291,3,4,7823,0
14292,3,4,7896,0
14293,3,4,7826,0
14294,3,4,22868,0
14295,3,4,9771,0
14296,3,4,7802,0
14297,3,4,7933,0
14298,3,4,8398,0
14299,3,4,7786,0
14300,3,4,8645,0
14301,3,4,9777,0
14302,3,4,7788,0
14303,3,4,7902,0
14304,3,4,7961,0
14305,3,4,8135,0
14306,3,4,7901,0
14307,3,4,10511,0
14308,3,4,7898,0
14309,3,4,7789,0
14310,3,4,8089,0
14311,3,4,7939,0
14312,3,4,7920,0
14313,3,4,8857,0
14314,3,4,8479,0
14315,3,4,11993,0
14316,3,4,7768,0
14317,3,4,7908,0
14318,3,4,29132,0
14319,3,4,7939,0
14320,3,4,9682,0
14321,3,4,8840,0
14322,3,4,9591,0
14323,3,4,7796,0
14324,3,4,7833,0
14325,3,4,9852,0
14326,3,4,9816,0
14327,3,4,7809,0
14328,3,4,9843,0
14329,3,4,23355,0
14330,3,4,10004,0
14331,3,4,9687,0
14332,3,4,7910,0
14333,3,4,7915,0
14334,3,4,10541,0
14335,3,4,16892,0
14336,3,4,9769,0
14337,3,4,7924,0
14338,3,4,7871,0
14339,3,4,7780,0
14340,3,4,8839,0
14341,3,4,8445,0
14342,3,4,8748,0
14343,3,4,7924,0
14344,3,4,7800,0
14345,3,4,9760,0
14346,3,4,9667,0
14347,3,4,8844,0
14348,3,4,9678,0
14349,3,4,15604,0
14350,3,4,7761,0
14351,3,4,11388,0
14352,3,4,7800,0
14353,3,4,7828,0
14354,3,4,18542,0
14355,3,4,18763,0
14356,3,4,23205,0
14357,3,4,7989,0
14358,3,4,7828,0
14359,3,4,7759,0
14360,3,4,7904,0
14361,3,4,7859,0
14362,3,4,9374,0
14363,3,4,9807,0
14364,3,4,9474,0
14365,3,4,8517,0
14366,3,4,8873,0
14367,3,4,7815,0
14368,3,4,7754,0
14369,3,4,8810,0
14370,3,4,12294,0
14371,3,4,8951,0
14372,3,4,8013,0
14373,3,4,7779,0
14374,3,4,7747,0
14375,3,4,9375,0
14376,3,4,9174,0
14377,3,4,8572,0
14378,3,4,9259,0
14379,3,4,8038,0
14380,3,4,7844,0
14381,3,4,7898,0
14382,3,4,7808,0
14383,3,4,7762,0
14384,3,4,9303,0
14385,3,4,7802,0
14386,3,4,7833,0
14387,3,4,7899,0
14388,3,4,15471,0
14389,3,4,7924,0
14390,3,4,7904,0
14391,3,4,7771,0
14392,3,4,15580,0
14393,3,4,8883,0
14394,3,4,9870,0
14395,3,4,9357,0
14396,3,4,15544,0
14397,3,4,9374,0
14398,3,4,8753,0
14399,3,4,9754,0
14400,3,4,7886,0
14401,3,4,11409,0
14402,3,4,46560,0
14403,3,4,46549,0
14404,3,4,34007,0
14405,3,4,25654,0
14406,3,4,22824,0
14407,3,4,14757,0
14408,3,4,10731,0
14409,3,4,19613,0
14410,3,4,13507,0
14411,3,4,38823,0
14412,3,4,27582,0
14413,3,4,46497,0
14414,3,4,25396,0
14415,3,4,33787,0
14416,3,4,31348,0
14417,3,4,35414,0
14418,3,4,12948,0
14419,3,4,11985,0
14420,3,4,23645,0
14421,3,4,16653,0
14422,3,4,22675,0
14423,3,4,23358,0
14424,3,4,30751,0
14425,3,4,46536,0
14426,3,4,46462,0
14427,3,4,22974,0
14428,3,4,26075,0
14429,3,4,19520,0
14430,3,4,30957,0
14431,3,4,14643,0
14432,3,4,23752,0
14433,3,4,19595,0
14434,3,4,13957,0
14435,3,4,23050,0
14436,3,4,28698,0
14437,3,4,27230,0
14438,3,4,32182,0
14439,3,4,23308,0
14440,3,4,19625,0
14441,3,4,46507,0
14442,3,4,25183,0
14443,3,4,15995,0
14444,3,4,9139,0
14445,3,4,29496,0
14446,3,4,39184,0
14447,3,4,22242,0
14448,3,4,15324,0
14449,3,4,30026,0
14450,3,4,37190,0
14451,3,4,21404,0
14452,3,4,21561,0
14453,3,4,26939,0
14454,3,4,43973,0
14455,3,4,23225,0
14456,3,4,18893,0
14457,3,4,38742,0
14458,3,4,29951,0
14459,3,4,15495,0
14460,3,4,30404,0
14461,3,4,38906,0
14462,3,4,39607,0
14463,3,4,23274,0
14464,3,4,32051,0
14465,3,4,25440,0
14466,3,4,38750,0
14467,3,4,15651,0
14468,3,4,38673,0
14469,3,4,25064,0
14470,3,4,15808,0
14471,3,4,27038,0
14472,3,4,19680,0
14473,3,4,21950,0
14474,3,4,18467,0
14475,3,4,15670,0
14476,3,4,46458,0
14477,3,4,22988,0
14478,3,4,32853,0
14479,3,4,33314,0
14480,3,4,31949,0
14481,3,4,25607,0
14482,3,4,38592,0
14483,3,4,36696,0
14484,3,4,31545,0
14485,3,4,29245,0
14486,3,4,14403,0
14487,3,4,23187,0
14488,3,4,38788,0
14489,3,4,39202,0
14490,3,4,36509,0
14491,3,4,24870,0
14492,3,4,8708,0
14493,3,4,31088,0
14494,3,4,37739,0
14495,3,4,33653,0
14496,3,4,31492,0
14497,3,4,31240,0
14498,3,4,30952,0
14499,3,4,31302,0
14000,3,8,29113,0
14001,3,8,38468,0
14002,3,8,46436,0
14003,3,8,28057,0
14004,3,8,31463,0
14005,3,8,36731,0
14006,3,8,10029,0
14007,3,8,38844,0
14008,3,8,37017,0
14009,3,8,30748,0
14010,3,8,23650,0
14011,3,8,38542,0
14012,3,8,38407,0
14013,3,8,24862,0
14014,3,8,23619,0
14015,3,8,31621,0
14016,3,8,37308,0
14017,3,8,38968,0
14018,3,8,28890,0
14019,3,8,7836,0
