row,aggressors_activations,reads,median_of_time,bitflips
14376,2,2,30952,0
14377,2,2,33373,0
14378,2,2,24984,0
14379,2,2,24409,0
14380,2,2,37979,0
14381,2,2,32267,0
14382,2,2,24643,0
14383,2,2,23863,0
14384,2,2,31803,0
14385,2,2,29843,0
14386,2,2,31685,0
14387,2,2,45453,0
14388,2,2,22639,0
14389,2,2,23546,0
14390,2,2,45515,0
14391,2,2,41005,0
14392,2,2,30752,0
14393,2,2,24634,0
14394,2,2,23777,0
14395,2,2,22639,0
14396,2,2,27613,0
14397,2,2,37976,0
14398,2,2,31109,0
14399,2,2,45452,0
14400,2,2,33122,0
14401,2,2,31205,0
14402,2,2,36018,0
14403,2,2,8581,0
14404,2,2,31572,0
14405,2,2,32193,0
14406,2,2,31581,0
14407,2,2,30297,0
14408,2,2,7741,0
14409,2,2,32301,0
14410,2,2,30549,0
14411,2,2,45355,0
14412,2,2,23005,0
14413,2,2,30737,0
14414,2,2,29950,0
14415,2,2,7879,0
14416,2,2,23560,0
14417,2,2,26912,0
14418,2,2,36467,0
14419,2,2,28449,0
14420,2,2,29809,0
14421,2,2,35525,0
14422,2,2,29218,0
14423,2,2,29869,0
14424,2,2,30328,0
14425,2,2,28903,0
14426,2,2,36629,0
14427,2,2,34656,0
14428,2,2,32875,0
14429,2,2,29724,0
14430,2,2,7691,0
14431,2,2,37905,0
14432,2,2,30277,0
14433,2,2,30319,0
14434,2,2,29930,0
14435,2,2,30677,0
14436,2,2,30478,0
14437,2,2,28316,0
14438,2,2,29674,0
14439,2,2,28009,0
14440,2,2,35064,0
14441,2,2,30520,0
14442,2,2,30471,0
14443,2,2,30398,0
14444,2,2,24644,0
14445,2,2,37926,0
14446,2,2,31383,0
14447,2,2,23345,0
14448,2,2,33600,0
14449,2,2,37905,0
14450,2,2,45486,0
14451,2,2,38535,0
14452,2,2,37904,0
14453,2,2,38499,0
14454,2,2,34949,0
14455,2,2,35699,0
14456,2,2,36154,0
14457,2,2,45446,0
14458,2,2,23052,0
14459,2,2,31347,0
14460,2,2,31174,0
14461,2,2,31650,0
14462,2,2,37870,0
14463,2,2,31628,0
14464,2,2,37068,0
14465,2,2,34871,0
14466,2,2,30737,0
14467,2,2,37633,0
14468,2,2,31339,0
14469,2,2,38488,0
14470,2,2,30323,0
14471,2,2,35130,0
14472,2,2,35459,0
14473,2,2,29804,0
14474,2,2,37367,0
14475,2,2,30220,0
14476,2,2,30766,0
14477,2,2,31711,0
14478,2,2,31387,0
14479,2,2,31778,0
14480,2,2,31943,0
14481,2,2,30095,0
14482,2,2,37354,0
14483,2,2,31001,0
14484,2,2,30432,0
14485,2,2,31084,0
14486,2,2,32192,0
14487,2,2,30251,0
14488,2,2,29696,0
14489,2,2,27523,0
14490,2,2,31337,0
14491,2,2,22553,0
14492,2,2,29182,0
14493,2,2,44658,0
14494,2,2,37998,0
14495,2,2,37817,0
14496,2,2,29302,0
14497,2,2,26477,0
14498,2,2,29277,0
14499,2,2,27144,0
14000,2,4,32513,0
14001,2,4,35423,0
14002,2,4,29774,0
14003,2,4,30932,0
14004,2,4,30654,0
14005,2,4,30319,0
14006,2,4,31913,0
14007,2,4,39268,0
14008,2,4,37331,0
14009,2,4,24057,0
14010,2,4,35239,0
14011,2,4,30286,0
14012,2,4,29784,0
14013,2,4,37903,0
14014,2,4,37851,0
14015,2,4,34385,0
14016,2,4,36037,0
14017,2,4,27687,0
14018,2,4,35233,0
14019,2,4,20458,0
14020,2,4,37558,0
14021,2,4,27275,0
14022,2,4,7375,0
14023,2,4,37917,0
14024,2,4,29226,0
14025,2,4,23954,0
14026,2,4,28669,0
14027,2,4,30447,0
14028,2,4,28054,0
14029,2,4,36977,0
14030,2,4,38582,0
14031,2,4,36416,0
14032,2,4,43963,0
14033,2,4,30757,0
14034,2,4,23624,0
14035,2,4,36520,0
14036,2,4,35160,0
14037,2,4,34026,0
14038,2,4,36900,0
14039,2,4,37140,0
14040,2,4,31581,0
14041,2,4,25140,0
14042,2,4,31078,0
14043,2,4,8991,0
14044,2,4,30155,0
14045,2,4,31949,0
14046,2,4,32799,0
14047,2,4,38749,0
14048,2,4,30257,0
14049,2,4,30954,0
14050,2,4,31742,0
14051,2,4,28878,0
14052,2,4,10824,0
14053,2,4,35237,0
14054,2,4,30189,0
14055,2,4,30416,0
14056,2,4,37667,0
14057,2,4,26096,0
14058,2,4,32295,0
14059,2,4,26135,0
14060,2,4,7768,0
14061,2,4,44890,0
14062,2,4,35596,0
14063,2,4,29095,0
14064,2,4,28981,0
14065,2,4,31902,0
14066,2,4,36716,0
14067,2,4,37631,0
14068,2,4,36587,0
14069,2,4,28488,0
14070,2,4,37633,0
14071,2,4,30385,0
14072,2,4,30658,0
14073,2,4,30022,0
14074,2,4,34586,0
14075,2,4,30879,0
14076,2,4,37712,0
14077,2,4,37547,0
14078,2,4,41553,0
14079,2,4,35183,0
14080,2,4,28418,0
14081,2,4,29361,0
14082,2,4,37121,0
14083,2,4,33966,0
14084,2,4,23711,0
14085,2,4,8971,0
14086,2,4,37887,0
14087,2,4,30524,0
14088,2,4,32501,0
14089,2,4,30088,0
14090,2,4,37641,0
14091,2,4,30083,0
14092,2,4,32504,0
14093,2,4,29063,0
14094,2,4,13118,0
14095,2,4,11848,0
14096,2,4,45032,0
14097,2,4,22743,0
14098,2,4,31012,0
14099,2,4,37510,0
14100,2,4,31433,0
14101,2,4,30403,0
14102,2,4,37560,0
14103,2,4,31730,0
14104,2,4,36375,0
14105,2,4,37678,0
14106,2,4,33454,0
14107,2,4,36755,0
14108,2,4,37684,0
14109,2,4,30140,0
14110,2,4,30678,0
14111,2,4,36821,0
14112,2,4,35299,0
14113,2,4,32105,0
14114,2,4,37531,0
14115,2,4,32854,0
14116,2,4,31942,0
14117,2,4,31055,0
14118,2,4,27903,0
14119,2,4,24647,0
14120,2,4,30883,0
14121,2,4,31076,0
14122,2,4,37572,0
14123,2,4,37573,0
14124,2,4,27472,0
14125,2,4,24635,0
14126,2,4,37254,0
14127,2,4,11347,0
14128,2,4,45009,0
14129,2,4,35506,0
14130,2,4,31286,0
14131,2,4,37659,0
14132,2,4,30052,0
14133,2,4,36734,0
14134,2,4,22675,0
14135,2,4,15004,0
14136,2,4,9627,0
14137,2,4,31268,0
14138,2,4,31301,0
14139,2,4,24191,0
14140,2,4,22130,0
14141,2,4,32808,0
14142,2,4,42926,0
14143,2,4,32939,0
14144,2,4,29981,0
14145,2,4,32291,0
14146,2,4,35660,0
14147,2,4,37525,0
14148,2,4,30082,0
14149,2,4,38743,0
14150,2,4,44988,0
14151,2,4,26074,0
14152,2,4,9275,0
14153,2,4,34193,0
14154,2,4,24955,0
14155,2,4,26124,0
14156,2,4,30008,0
14157,2,4,35619,0
14158,2,4,37346,0
14159,2,4,37459,0
14160,2,4,27642,0
14161,2,4,23057,0
14162,2,4,21915,0
14163,2,4,18368,0
14164,2,4,37690,0
14165,2,4,29987,0
14166,2,4,27187,0
14167,2,4,29723,0
14168,2,4,34596,0
14169,2,4,24700,0
14170,2,4,37531,0
14171,2,4,31179,0
14172,2,4,37531,0
14173,2,4,25270,0
14174,2,4,37495,0
14175,2,4,31115,0
14176,2,4,28462,0
14177,2,4,31815,0
14178,2,4,29762,0
14179,2,4,30870,0
14180,2,4,29935,0
14181,2,4,31211,0
14182,2,4,34773,0
14183,2,4,28996,0
14184,2,4,22418,0
14185,2,4,36691,0
14186,2,4,29160,0
14187,2,4,37767,0
14188,2,4,33462,0
14189,2,4,32003,0
14190,2,4,31927,0
14191,2,4,24851,0
14192,2,4,32944,0
14193,2,4,34442,0
14194,2,4,32528,0
14195,2,4,31341,0
14196,2,4,27276,0
14197,2,4,32970,0
14198,2,4,11996,0
14199,2,4,7634,0
14200,2,4,43217,0
14201,2,4,44274,0
14202,2,4,32385,0
14203,2,4,37508,0
14204,2,4,24290,0
14205,2,4,33464,0
14206,2,4,22417,0
14207,2,4,31040,0
14208,2,4,32894,0
14209,2,4,43559,0
14210,2,4,35199,0
14211,2,4,25519,0
14212,2,4,30959,0
14213,2,4,24797,0
14214,2,4,31034,0
14215,2,4,37432,0
14216,2,4,30167,0
14217,2,4,37435,0
14218,2,4,31936,0
14219,2,4,29772,0
14220,2,4,30244,0
14221,2,4,30097,0
14222,2,4,29397,0
14223,2,4,37686,0
14224,2,4,31098,0
14225,2,4,31728,0
14226,2,4,32019,0
14227,2,4,44897,0
14228,2,4,37123,0
14229,2,4,44845,0
14230,2,4,26237,0
14231,2,4,35762,0
14232,2,4,7546,0
14233,2,4,29958,0
14234,2,4,34778,0
14235,2,4,37324,0
14236,2,4,7706,0
14237,2,4,7438,0
14238,2,4,22382,0
14239,2,4,36154,0
14240,2,4,44794,0
14241,2,4,44629,0
14242,2,4,37359,0
14243,2,4,30871,0
14244,2,4,37032,0
14245,2,4,34435,0
14246,2,4,36301,0
14247,2,4,28163,0
14248,2,4,36589,0
14249,2,4,29015,0
14250,2,4,30212,0
14251,2,4,30286,0
14252,2,4,26944,0
14253,2,4,38261,0
14254,2,4,44881,0
14255,2,4,34859,0
14256,2,4,34984,0
14257,2,4,34508,0
14258,2,4,23211,0
14259,2,4,34317,0
14260,2,4,29819,0
14261,2,4,28429,0
14262,2,4,37283,0
14263,2,4,33072,0
14264,2,4,27640,0
14265,2,4,29470,0
14266,2,4,29777,0
14267,2,4,30400,0
14268,2,4,44703,0
14269,2,4,25528,0
14270,2,4,31359,0
14271,2,4,28908,0
14272,2,4,33682,0
14273,2,4,44551,0
14274,2,4,34338,0
14275,2,4,30659,0
14276,2,4,34102,0
14277,2,4,37487,0
14278,2,4,34848,0
14279,2,4,31767,0
14280,2,4,37291,0
14281,2,4,32213,0
14282,2,4,44647,0
14283,2,4,32730,0
14284,2,4,29852,0
14285,2,4,44687,0
14286,2,4,29855,0
14287,2,4,37325,0
14288,2,4,29699,0
14289,2,4,25313,0
14290,2,4,37187,0
14291,2,4,31991,0
14292,2,4,24946,0
14293,2,4,37356,0
14294,2,4,22391,0
14295,2,4,33192,0
14296,2,4,29965,0
14297,2,4,26199,0
14298,2,4,37306,0
14299,2,4,30235,0
14300,2,4,35117,0
14301,2,4,30095,0
14302,2,4,36568,0
14303,2,4,25354,0
14304,2,4,23888,0
14305,2,4,32779,0
14306,2,4,29752,0
14307,2,4,37337,0
14308,2,4,9143,0
14309,2,4,43794,0
14310,2,4,35746,0
14311,2,4,34046,0
14312,2,4,36414,0
14313,2,4,44583,0
14314,2,4,35316,0
14315,2,4,37244,0
14316,2,4,24208,0
14317,2,4,37144,0
14318,2,4,25559,0
14319,2,4,33822,0
14320,2,4,30728,0
14321,2,4,36997,0
14322,2,4,34669,0
14323,2,4,37080,0
14324,2,4,29379,0
14325,2,4,37327,0
14326,2,4,26510,0
14327,2,4,24253,0
14328,2,4,33956,0
14329,2,4,37223,0
14330,2,4,29892,0
14331,2,4,37201,0
14332,2,4,35129,0
14333,2,4,33140,0
14334,2,4,35120,0
14335,2,4,44572,0
14336,2,4,44560,0
14337,2,4,21544,0
14338,2,4,26394,0
14339,2,4,35346,0
14340,2,4,37063,0
14341,2,4,27775,0
14342,2,4,32181,0
14343,2,4,43631,0
14344,2,4,39325,0
14345,2,4,23097,0
14346,2,4,29721,0
14347,2,4,37067,0
14348,2,4,29626,0
14349,2,4,37162,0
14350,2,4,24316,0
14351,2,4,36578,0
14352,2,4,29506,0
14353,2,4,37106,0
14354,2,4,22433,0
14355,2,4,30576,0
14356,2,4,29635,0
14357,2,4,29709,0
14358,2,4,35627,0
14359,2,4,44284,0
14360,2,4,29259,0
14361,2,4,32214,0
14362,2,4,44477,0
14363,2,4,37068,0
14364,2,4,29899,0
14365,2,4,33814,0
14366,2,4,44540,0
14367,2,4,44542,0
14368,2,4,32405,0
14369,2,4,35256,0
14370,2,4,44494,0
14371,2,4,33803,0
14372,2,4,44501,0
14373,2,4,31695,0
14374,2,4,36072,0
14375,2,4,26143,0
14376,2,4,32537,0
14377,2,4,37170,0
14378,2,4,32847,0
14379,2,4,31844,0
14380,2,4,37112,0
14381,2,4,30731,0
14382,2,4,33175,0
14383,2,4,28651,0
14384,2,4,36434,0
14385,2,4,37076,0
14386,2,4,31145,0
14387,2,4,37164,0
14388,2,4,33649,0
14389,2,4,27926,0
14390,2,4,44449,0
14391,2,4,36352,0
14392,2,4,28111,0
14393,2,4,28626,0
14394,2,4,29766,0
14395,2,4,28683,0
14396,2,4,31412,0
14397,2,4,37046,0
14398,2,4,15724,0
14399,2,4,11965,0
14400,2,4,27256,0
14401,2,4,28587,0
14402,2,4,32278,0
14403,2,4,34401,0
14404,2,4,29653,0
14405,2,4,32378,0
14406,2,4,29006,0
14407,2,4,33639,0
14408,2,4,31541,0
14409,2,4,29209,0
14410,2,4,34346,0
14411,2,4,42998,0
14412,2,4,24091,0
14413,2,4,7871,0
14414,2,4,42475,0
14415,2,4,20817,0
14416,2,4,25255,0
14417,2,4,25210,0
14418,2,4,29645,0
14419,2,4,30317,0
14420,2,4,26674,0
14421,2,4,27417,0
14422,2,4,34509,0
14423,2,4,33345,0
14424,2,4,27887,0
14425,2,4,27526,0
14426,2,4,35806,0
14427,2,4,36789,0
14428,2,4,29622,0
14429,2,4,28834,0
14430,2,4,26839,0
14431,2,4,35171,0
14432,2,4,34051,0
14433,2,4,29555,0
14434,2,4,33920,0
14435,2,4,29584,0
14436,2,4,36219,0
14437,2,4,12405,0
14438,2,4,32890,0
14439,2,4,34560,0
14440,2,4,29768,0
14441,2,4,30274,0
14442,2,4,29633,0
14443,2,4,32981,0
14444,2,4,17363,0
14445,2,4,36995,0
14446,2,4,7481,0
14447,2,4,9172,0
14448,2,4,27209,0
14449,2,4,37173,0
14450,2,4,44324,0
14451,2,4,37915,0
14452,2,4,38006,0
14453,2,4,33073,0
14454,2,4,37407,0
14455,2,4,31419,0
14456,2,4,30151,0
14457,2,4,42756,0
14458,2,4,30616,0
14459,2,4,30845,0
14460,2,4,29806,0
14461,2,4,22179,0
14462,2,4,36408,0
14463,2,4,30321,0
14464,2,4,37041,0
14465,2,4,30659,0
14466,2,4,29921,0
14467,2,4,39937,0
14468,2,4,37829,0
14469,2,4,37776,0
14470,2,4,34573,0
14471,2,4,36271,0
14472,2,4,35393,0
14473,2,4,35736,0
14474,2,4,37043,0
14475,2,4,31150,0
14476,2,4,29592,0
14477,2,4,23216,0
14478,2,4,28613,0
14479,2,4,32303,0
14480,2,4,34518,0
14481,2,4,31092,0
14482,2,4,32932,0
14483,2,4,31543,0
14484,2,4,29877,0
14485,2,4,29624,0
14486,2,4,30339,0
14487,2,4,28695,0
14488,2,4,9429,0
14489,2,4,36261,0
14490,2,4,29687,0
14491,2,4,29799,0
14492,2,4,26592,0
14493,2,4,44395,0
14494,2,4,30634,0
14495,2,4,31553,0
14496,2,4,30183,0
14497,2,4,26449,0
14498,2,4,29788,0
14499,2,4,31415,0
14000,2,8,29245,0
14001,2,8,29654,0
14002,2,8,29600,0
14003,2,8,29611,0
14004,2,8,27800,0
14005,2,8,31821,0
14006,2,8,29412,0
14007,2,8,37348,0
14008,2,8,37343,0
14009,2,8,29602,0
14010,2,8,20230,0
14011,2,8,9491,0
14012,2,8,23184,0
14013,2,8,36919,0
14014,2,8,37047,0
14015,2,8,22285,0
14016,2,8,21933,0
14017,2,8,39153,0
14018,2,8,33933,0
14019,2,8,25664,0
14020,2,8,26431,0
14021,2,8,36175,0
14022,2,8,33493,0
14023,2,8,36999,0
14024,2,8,22794,0
14025,2,8,23024,0
14026,2,8,30002,0
14027,2,8,36956,0
14028,2,8,28066,0
14029,2,8,9356,0
14030,2,8,36633,0
14031,2,8,37112,0
14032,2,8,44374,0
14033,2,8,7426,0
14034,2,8,19187,0
14035,2,8,34997,0
14036,2,8,26880,0
14037,2,8,24318,0
14038,2,8,29494,0
14039,2,8,33583,0
14040,2,8,29462,0
14041,2,8,26061,0
14042,2,8,31314,0
14043,2,8,32546,0
14044,2,8,22157,0
14045,2,8,30352,0
14046,2,8,28029,0
14047,2,8,30372,0
14048,2,8,23170,0
14049,2,8,32426,0
14050,2,8,23373,0
14051,2,8,27856,0
14052,2,8,31740,0
14053,2,8,41107,0
14054,2,8,36276,0
14055,2,8,25937,0
14056,2,8,36994,0
14057,2,8,22212,0
14058,2,8,29562,0
14059,2,8,29618,0
14060,2,8,31466,0
14061,2,8,44251,0
14062,2,8,29416,0
14063,2,8,32283,0
14064,2,8,22222,0
14065,2,8,24945,0
14066,2,8,29686,0
14067,2,8,36925,0
14068,2,8,26079,0
14069,2,8,29451,0
14070,2,8,36102,0
14071,2,8,24011,0
14072,2,8,27334,0
14073,2,8,34158,0
14074,2,8,30222,0
14075,2,8,28758,0
14076,2,8,37979,0
14077,2,8,35770,0
14078,2,8,29678,0
14079,2,8,34618,0
14080,2,8,35363,0
14081,2,8,26076,0
14082,2,8,14502,0
14083,2,8,28309,0
14084,2,8,31716,0
14085,2,8,30601,0
14086,2,8,33584,0
14087,2,8,29990,0
14088,2,8,33059,0
14089,2,8,21882,0
14090,2,8,37008,0
14091,2,8,19992,0
14092,2,8,31815,0
14093,2,8,29505,0
14094,2,8,29329,0
14095,2,8,44030,0
14096,2,8,36856,0
14097,2,8,29446,0
14098,2,8,32540,0
14099,2,8,29364,0
14100,2,8,23000,0
14101,2,8,29043,0
14102,2,8,36732,0
14103,2,8,28436,0
14104,2,8,36796,0
14105,2,8,27279,0
14106,2,8,31960,0
14107,2,8,27544,0
14108,2,8,36718,0
14109,2,8,30655,0
14110,2,8,31010,0
14111,2,8,34558,0
14112,2,8,33624,0
14113,2,8,27594,0
14114,2,8,36949,0
14115,2,8,9221,0
14116,2,8,17524,0
14117,2,8,29191,0
14118,2,8,28696,0
14119,2,8,29610,0
14120,2,8,33763,0
14121,2,8,31403,0
14122,2,8,36948,0
14123,2,8,36818,0
14124,2,8,29223,0
14125,2,8,28196,0
14126,2,8,37027,0
14127,2,8,29613,0
14128,2,8,44185,0
14129,2,8,26653,0
14130,2,8,30512,0
14131,2,8,35971,0
14132,2,8,35076,0
14133,2,8,9312,0
14134,2,8,27609,0
14135,2,8,31866,0
14136,2,8,7182,0
14137,2,8,11642,0
14138,2,8,30471,0
14139,2,8,21680,0
14140,2,8,29339,0
14141,2,8,35271,0
14142,2,8,42277,0
14143,2,8,30367,0
14144,2,8,35821,0
14145,2,8,28075,0
14146,2,8,35134,0
14147,2,8,35156,0
14148,2,8,27381,0
14149,2,8,29194,0
14150,2,8,42187,0
14151,2,8,38301,0
14152,2,8,19103,0
14153,2,8,33118,0
14154,2,8,37196,0
14155,2,8,26246,0
14156,2,8,32581,0
14157,2,8,27768,0
14158,2,8,37024,0
14159,2,8,35240,0
14160,2,8,31390,0
14161,2,8,7467,0
14162,2,8,14782,0
14163,2,8,34739,0
14164,2,8,29348,0
14165,2,8,28320,0
14166,2,8,32932,0
14167,2,8,31189,0
14168,2,8,30810,0
14169,2,8,34337,0
14170,2,8,28182,0
14171,2,8,28371,0
14172,2,8,36815,0
14173,2,8,23825,0
14174,2,8,29553,0
14175,2,8,35357,0
14176,2,8,32781,0
14177,2,8,42547,0
14178,2,8,38236,0
14179,2,8,28275,0
14180,2,8,28130,0
14181,2,8,29119,0
14182,2,8,34591,0
14183,2,8,23286,0
14184,2,8,29537,0
14185,2,8,37129,0
14186,2,8,28038,0
14187,2,8,36959,0
14188,2,8,34380,0
14189,2,8,29555,0
14190,2,8,30789,0
14191,2,8,36926,0
14192,2,8,26825,0
14193,2,8,29622,0
14194,2,8,31647,0
14195,2,8,31715,0
14196,2,8,24037,0
14197,2,8,32312,0
14198,2,8,16351,0
14199,2,8,7641,0
14200,2,8,41525,0
14201,2,8,43975,0
14202,2,8,30237,0
14203,2,8,36921,0
14204,2,8,24974,0
14205,2,8,30443,0
14206,2,8,21730,0
14207,2,8,31050,0
14208,2,8,29996,0
14209,2,8,34582,0
14210,2,8,32039,0
14211,2,8,23323,0
14212,2,8,28572,0
14213,2,8,23958,0
14214,2,8,31266,0
14215,2,8,22272,0
14216,2,8,31676,0
14217,2,8,29494,0
14218,2,8,29127,0
14219,2,8,29436,0
14220,2,8,29302,0
14221,2,8,29032,0
14222,2,8,22496,0
14223,2,8,37441,0
14224,2,8,27170,0
14225,2,8,25336,0
14226,2,8,23557,0
14227,2,8,25959,0
14228,2,8,23414,0
14229,2,8,19581,0
14230,2,8,29443,0
14231,2,8,43840,0
14232,2,8,8065,0
14233,2,8,7789,0
14234,2,8,36848,0
14235,2,8,29444,0
14236,2,8,27318,0
14237,2,8,7536,0
14238,2,8,7311,0
14239,2,8,9241,0
14240,2,8,44094,0
14241,2,8,31591,0
14242,2,8,28609,0
14243,2,8,29776,0
14244,2,8,29439,0
14245,2,8,29214,0
14246,2,8,29868,0
14247,2,8,33131,0
14248,2,8,27112,0
14249,2,8,33701,0
14250,2,8,29844,0
14251,2,8,32035,0
14252,2,8,36249,0
14253,2,8,25336,0
14254,2,8,30944,0
14255,2,8,28097,0
14256,2,8,35795,0
14257,2,8,27246,0
14258,2,8,25813,0
14259,2,8,32984,0
14260,2,8,34653,0
14261,2,8,36997,0
14262,2,8,32523,0
14263,2,8,42705,0
14264,2,8,30857,0
14265,2,8,23909,0
14266,2,8,31705,0
14267,2,8,42195,0
14268,2,8,42946,0
14269,2,8,28747,0
14270,2,8,29330,0
14271,2,8,22579,0
14272,2,8,30775,0
14273,2,8,42198,0
14274,2,8,35279,0
14275,2,8,29027,0
14276,2,8,31171,0
14277,2,8,23919,0
14278,2,8,24997,0
14279,2,8,25349,0
14280,2,8,36676,0
14281,2,8,35947,0
14282,2,8,29809,0
14283,2,8,30368,0
14284,2,8,36664,0
14285,2,8,29041,0
14286,2,8,30452,0
14287,2,8,36372,0
14288,2,8,28302,0
14289,2,8,26679,0
14290,2,8,36419,0
14291,2,8,29391,0
14292,2,8,26460,0
14293,2,8,8189,0
14294,2,8,36589,0
14295,2,8,33065,0
14296,2,8,14734,0
14297,2,8,29278,0
14298,2,8,36453,0
14299,2,8,28278,0
14300,2,8,36749,0
14301,2,8,23279,0
14302,2,8,34520,0
14303,2,8,23402,0
14304,2,8,27833,0
14305,2,8,32102,0
14306,2,8,37482,0
14307,2,8,35118,0
14308,2,8,29877,0
14309,2,8,42263,0
14310,2,8,34206,0
14311,2,8,29937,0
14312,2,8,21154,0
14313,2,8,24098,0
14314,2,8,39629,0
14315,2,8,28858,0
14316,2,8,34910,0
14317,2,8,29274,0
14318,2,8,26648,0
14319,2,8,42122,0
14320,2,8,33823,0
14321,2,8,29391,0
14322,2,8,23291,0
14323,2,8,36742,0
14324,2,8,32138,0
14325,2,8,7122,0
14326,2,8,23780,0
14327,2,8,21065,0
14328,2,8,34378,0
14329,2,8,33389,0
14330,2,8,31182,0
14331,2,8,35172,0
14332,2,8,36406,0
14333,2,8,28970,0
14334,2,8,33752,0
14335,2,8,43672,0
14336,2,8,29276,0
14337,2,8,29306,0
14338,2,8,30675,0
14339,2,8,21056,0
14340,2,8,36626,0
14341,2,8,33377,0
14342,2,8,30272,0
14343,2,8,43509,0
14344,2,8,35626,0
14345,2,8,28991,0
14346,2,8,28925,0
14347,2,8,33872,0
14348,2,8,29185,0
14349,2,8,29208,0
14350,2,8,28992,0
14351,2,8,28937,0
14352,2,8,34743,0
14353,2,8,28725,0
14354,2,8,31885,0
14355,2,8,29860,0
14356,2,8,24115,0
14357,2,8,27594,0
14358,2,8,29919,0
14359,2,8,36007,0
14360,2,8,29973,0
14361,2,8,29095,0
14362,2,8,28200,0
14363,2,8,29548,0
14364,2,8,31062,0
14365,2,8,42175,0
14366,2,8,42181,0
14367,2,8,32193,0
14368,2,8,27721,0
14369,2,8,34621,0
14370,2,8,42253,0
14371,2,8,36913,0
14372,2,8,42127,0
14373,2,8,35158,0
14374,2,8,27731,0
14375,2,8,22905,0
14376,2,8,26964,0
14377,2,8,28073,0
14378,2,8,33634,0
14379,2,8,32637,0
14380,2,8,33471,0
14381,2,8,21887,0
14382,2,8,36067,0
14383,2,8,24097,0
14384,2,8,22749,0
14385,2,8,28513,0
14386,2,8,34931,0
14387,2,8,27600,0
14388,2,8,21650,0
14389,2,8,23846,0
14390,2,8,43108,0
14391,2,8,29066,0
14392,2,8,29811,0
14393,2,8,28495,0
14394,2,8,24134,0
14395,2,8,36721,0
14396,2,8,28824,0
14397,2,8,28916,0
14398,2,8,37293,0
14399,2,8,36020,0
14400,2,8,28911,0
14401,2,8,28929,0
14402,2,8,34225,0
14403,2,8,43118,0
14404,2,8,28673,0
14405,2,8,23109,0
14406,2,8,27433,0
14407,2,8,21538,0
14408,2,8,30924,0
14409,2,8,27934,0
14410,2,8,28906,0
14411,2,8,35280,0
14412,2,8,23817,0
14413,2,8,31453,0
14414,2,8,42738,0
14415,2,8,28665,0
14416,2,8,27253,0
14417,2,8,30418,0
14418,2,8,33951,0
14419,2,8,21416,0
14420,2,8,23454,0
14421,2,8,28132,0
14422,2,8,21676,0
14423,2,8,28853,0
14424,2,8,28495,0
14425,2,8,29208,0
14426,2,8,22769,0
14427,2,8,36825,0
14428,2,8,30682,0
14429,2,8,28435,0
14430,2,8,27885,0
14431,2,8,29875,0
14432,2,8,31035,0
14433,2,8,28768,0
14434,2,8,30149,0
14435,2,8,24985,0
14436,2,8,27563,0
14437,2,8,31223,0
14438,2,8,28364,0
14439,2,8,23687,0
14440,2,8,17971,0
14441,2,8,28165,0
14442,2,8,37062,0
14443,2,8,26125,0
14444,2,8,20621,0
14445,2,8,7806,0
14446,2,8,25189,0
14447,2,8,21383,0
14448,2,8,21722,0
14449,2,8,22023,0
14450,2,8,43180,0
14451,2,8,35131,0
14452,2,8,20411,0
14453,2,8,19725,0
14454,2,8,21278,0
14455,2,8,17224,0
14456,2,8,26727,0
14457,2,8,42899,0
14458,2,8,24300,0
14459,2,8,28695,0
14460,2,8,21921,0
14461,2,8,23535,0
14462,2,8,34794,0
14463,2,8,22669,0
14464,2,8,20117,0
14465,2,8,13963,0
14466,2,8,35599,0
14467,2,8,28269,0
14468,2,8,23720,0
14469,2,8,20957,0
14470,2,8,35791,0
14471,2,8,24474,0
14472,2,8,17250,0
14473,2,8,11133,0
14474,2,8,35793,0
14475,2,8,31811,0
14476,2,8,29324,0
14477,2,8,28186,0
14478,2,8,35197,0
14479,2,8,42967,0
14480,2,8,35430,0
14481,2,8,42922,0
14482,2,8,37847,0
14483,2,8,28238,0
14484,2,8,29159,0
14485,2,8,29888,0
14486,2,8,24318,0
14487,2,8,30542,0
14488,2,8,30102,0
14489,2,8,34175,0
14490,2,8,28643,0
14491,2,8,34427,0
14492,2,8,35088,0
14493,2,8,8687,0
14494,2,8,35814,0
14495,2,8,34634,0
14496,2,8,31275,0
14497,2,8,24061,0
14498,2,8,30449,0
14499,2,8,33447,0
14000,2,16,29301,0
14001,2,16,35215,0
14002,2,16,28319,0
14003,2,16,28116,0
14004,2,16,42150,0
14005,2,16,29457,0
14006,2,16,30449,0
14007,2,16,22124,0
14008,2,16,28332,0
14009,2,16,34894,0
14010,2,16,36009,0
14011,2,16,35933,0
14012,2,16,28819,0
14013,2,16,36998,0
14014,2,16,35155,0
14015,2,16,30090,0
14016,2,16,17482,0
14017,2,16,36335,0
14018,2,16,28608,0
14019,2,16,29097,0
14020,2,16,33524,0
14021,2,16,33290,0
14022,2,16,27639,0
14023,2,16,34307,0
14024,2,16,28628,0
14025,2,16,35981,0
14026,2,16,28974,0
14027,2,16,23041,0
14028,2,16,35520,0
14029,2,16,23325,0
14030,2,16,26301,0
14031,2,16,37326,0
14032,2,16,24018,0
14033,2,16,24342,0
14034,2,16,33794,0
14035,2,16,42983,0
14036,2,16,28673,0
14037,2,16,27806,0
14038,2,16,30400,0
14039,2,16,28649,0
